"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"92 years"	"92"	"2019"	"2019"	"Jun., 2019"	"2019/06"	4982	Not Applicable	Not Applicable
	"92 years"	"92"	"2019"	"2019"	"Jul., 2019"	"2019/07"	4987	Not Applicable	Not Applicable
	"92 years"	"92"	"2019"	"2019"	"Aug., 2019"	"2019/08"	5138	Not Applicable	Not Applicable
	"92 years"	"92"	"2019"	"2019"	"Sep., 2019"	"2019/09"	4979	Not Applicable	Not Applicable
	"92 years"	"92"	"2019"	"2019"	"Oct., 2019"	"2019/10"	5295	Not Applicable	Not Applicable
	"92 years"	"92"	"2019"	"2019"	"Nov., 2019"	"2019/11"	5466	Not Applicable	Not Applicable
	"92 years"	"92"	"2019"	"2019"	"Dec., 2019"	"2019/12"	6025	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Jan., 2020"	"2020/01"	6086	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Feb., 2020"	"2020/02"	5571	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Mar., 2020"	"2020/03"	6002	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Apr., 2020"	"2020/04"	7480	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"May, 2020"	"2020/05"	6323	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Jun., 2020"	"2020/06"	5311	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Jul., 2020"	"2020/07"	5632	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Aug., 2020"	"2020/08"	5803	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Sep., 2020"	"2020/09"	5410	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Oct., 2020"	"2020/10"	5998	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Nov., 2020"	"2020/11"	6608	Not Applicable	Not Applicable
	"92 years"	"92"	"2020"	"2020"	"Dec., 2020"	"2020/12"	8236	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Jan., 2021"	"2021/01"	8017	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Feb., 2021"	"2021/02"	5623	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Mar., 2021"	"2021/03"	5405	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Apr., 2021"	"2021/04"	5107	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"May, 2021"	"2021/05"	5066	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Jun., 2021"	"2021/06"	4755	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Jul., 2021"	"2021/07"	5024	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Aug., 2021"	"2021/08"	5479	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Sep., 2021"	"2021/09"	5639	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Oct., 2021"	"2021/10"	5763	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Nov., 2021"	"2021/11"	5602	Not Applicable	Not Applicable
	"92 years"	"92"	"2021"	"2021"	"Dec., 2021"	"2021/12"	6328	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	7409	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	5865	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	5424	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	5080	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	5327	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	5135	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	5293	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	5265	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	5210	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	5812	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	5724	Not Applicable	Not Applicable
	"92 years"	"92"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	6575	Not Applicable	Not Applicable
	"92 years"	"92"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	6357	Not Applicable	Not Applicable
	"92 years"	"92"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	5295	Not Applicable	Not Applicable
	"92 years"	"92"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	3066	Not Applicable	Not Applicable
	"92 years"	"92"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Jan., 2018"	"2018/01"	6606	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Feb., 2018"	"2018/02"	5090	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Mar., 2018"	"2018/03"	5342	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Apr., 2018"	"2018/04"	4812	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"May, 2018"	"2018/05"	4660	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Jun., 2018"	"2018/06"	4359	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Jul., 2018"	"2018/07"	4373	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Aug., 2018"	"2018/08"	4447	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Sep., 2018"	"2018/09"	4351	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Oct., 2018"	"2018/10"	4851	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Nov., 2018"	"2018/11"	4683	Not Applicable	Not Applicable
	"93 years"	"93"	"2018"	"2018"	"Dec., 2018"	"2018/12"	5231	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Jan., 2019"	"2019/01"	5287	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Feb., 2019"	"2019/02"	4746	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Mar., 2019"	"2019/03"	5310	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Apr., 2019"	"2019/04"	4752	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"May, 2019"	"2019/05"	4799	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Jun., 2019"	"2019/06"	4498	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Jul., 2019"	"2019/07"	4578	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Aug., 2019"	"2019/08"	4587	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Sep., 2019"	"2019/09"	4463	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Oct., 2019"	"2019/10"	4827	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Nov., 2019"	"2019/11"	4967	Not Applicable	Not Applicable
	"93 years"	"93"	"2019"	"2019"	"Dec., 2019"	"2019/12"	5302	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Jan., 2020"	"2020/01"	5368	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Feb., 2020"	"2020/02"	4945	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Mar., 2020"	"2020/03"	5460	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Apr., 2020"	"2020/04"	6855	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"May, 2020"	"2020/05"	5693	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Jun., 2020"	"2020/06"	4809	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Jul., 2020"	"2020/07"	5212	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Aug., 2020"	"2020/08"	5404	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Sep., 2020"	"2020/09"	4978	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Oct., 2020"	"2020/10"	5445	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Nov., 2020"	"2020/11"	6219	Not Applicable	Not Applicable
	"93 years"	"93"	"2020"	"2020"	"Dec., 2020"	"2020/12"	7569	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Jan., 2021"	"2021/01"	7406	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Feb., 2021"	"2021/02"	5176	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Mar., 2021"	"2021/03"	4927	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Apr., 2021"	"2021/04"	4583	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"May, 2021"	"2021/05"	4483	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Jun., 2021"	"2021/06"	4378	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Jul., 2021"	"2021/07"	4656	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Aug., 2021"	"2021/08"	5072	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Sep., 2021"	"2021/09"	5132	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Oct., 2021"	"2021/10"	5132	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Nov., 2021"	"2021/11"	5299	Not Applicable	Not Applicable
	"93 years"	"93"	"2021"	"2021"	"Dec., 2021"	"2021/12"	5720	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	6990	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	5239	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	4880	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	4470	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	4693	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	4506	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	4824	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	4729	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	4771	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	4876	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	4889	Not Applicable	Not Applicable
	"93 years"	"93"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	5737	Not Applicable	Not Applicable
	"93 years"	"93"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	5543	Not Applicable	Not Applicable
	"93 years"	"93"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	4700	Not Applicable	Not Applicable
	"93 years"	"93"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	2765	Not Applicable	Not Applicable
	"93 years"	"93"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Jan., 2018"	"2018/01"	5567	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Feb., 2018"	"2018/02"	4433	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Mar., 2018"	"2018/03"	4684	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Apr., 2018"	"2018/04"	4301	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"May, 2018"	"2018/05"	3989	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Jun., 2018"	"2018/06"	3761	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Jul., 2018"	"2018/07"	3905	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Aug., 2018"	"2018/08"	3891	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Sep., 2018"	"2018/09"	3830	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Oct., 2018"	"2018/10"	4250	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Nov., 2018"	"2018/11"	4248	Not Applicable	Not Applicable
	"94 years"	"94"	"2018"	"2018"	"Dec., 2018"	"2018/12"	4576	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Jan., 2019"	"2019/01"	4905	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Feb., 2019"	"2019/02"	4414	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Mar., 2019"	"2019/03"	4820	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Apr., 2019"	"2019/04"	4343	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"May, 2019"	"2019/05"	4264	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Jun., 2019"	"2019/06"	3939	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Jul., 2019"	"2019/07"	3922	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Aug., 2019"	"2019/08"	4002	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Sep., 2019"	"2019/09"	3962	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Oct., 2019"	"2019/10"	4216	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Nov., 2019"	"2019/11"	4342	Not Applicable	Not Applicable
	"94 years"	"94"	"2019"	"2019"	"Dec., 2019"	"2019/12"	4712	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Jan., 2020"	"2020/01"	4736	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Feb., 2020"	"2020/02"	4345	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Mar., 2020"	"2020/03"	4738	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Apr., 2020"	"2020/04"	5781	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"May, 2020"	"2020/05"	4902	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Jun., 2020"	"2020/06"	4130	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Jul., 2020"	"2020/07"	4538	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Aug., 2020"	"2020/08"	4536	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Sep., 2020"	"2020/09"	4377	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Oct., 2020"	"2020/10"	4687	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Nov., 2020"	"2020/11"	5372	Not Applicable	Not Applicable
	"94 years"	"94"	"2020"	"2020"	"Dec., 2020"	"2020/12"	6567	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Jan., 2021"	"2021/01"	6358	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Feb., 2021"	"2021/02"	4605	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Mar., 2021"	"2021/03"	4320	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Apr., 2021"	"2021/04"	4006	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"May, 2021"	"2021/05"	4054	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Jun., 2021"	"2021/06"	3843	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Jul., 2021"	"2021/07"	4057	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Aug., 2021"	"2021/08"	4467	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Sep., 2021"	"2021/09"	4529	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Oct., 2021"	"2021/10"	4563	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Nov., 2021"	"2021/11"	4615	Not Applicable	Not Applicable
	"94 years"	"94"	"2021"	"2021"	"Dec., 2021"	"2021/12"	5082	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	6161	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	4661	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	4426	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	4171	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	4273	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	3986	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	4255	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	4222	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	4067	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	4509	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	4469	Not Applicable	Not Applicable
	"94 years"	"94"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	5170	Not Applicable	Not Applicable
	"94 years"	"94"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	5059	Not Applicable	Not Applicable
	"94 years"	"94"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	4185	Not Applicable	Not Applicable
	"94 years"	"94"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	2329	Not Applicable	Not Applicable
	"94 years"	"94"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Jan., 2018"	"2018/01"	4723	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Feb., 2018"	"2018/02"	3812	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Mar., 2018"	"2018/03"	3937	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Apr., 2018"	"2018/04"	3564	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"May, 2018"	"2018/05"	3452	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Jun., 2018"	"2018/06"	3257	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Jul., 2018"	"2018/07"	3328	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Aug., 2018"	"2018/08"	3251	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Sep., 2018"	"2018/09"	3315	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Oct., 2018"	"2018/10"	3551	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Nov., 2018"	"2018/11"	3584	Not Applicable	Not Applicable
	"95 years"	"95"	"2018"	"2018"	"Dec., 2018"	"2018/12"	3799	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Jan., 2019"	"2019/01"	3951	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Feb., 2019"	"2019/02"	3592	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Mar., 2019"	"2019/03"	3984	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Apr., 2019"	"2019/04"	3632	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"May, 2019"	"2019/05"	3611	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Jun., 2019"	"2019/06"	3362	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Jul., 2019"	"2019/07"	3393	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Aug., 2019"	"2019/08"	3431	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Sep., 2019"	"2019/09"	3368	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Oct., 2019"	"2019/10"	3692	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Nov., 2019"	"2019/11"	3776	Not Applicable	Not Applicable
	"95 years"	"95"	"2019"	"2019"	"Dec., 2019"	"2019/12"	4084	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Jan., 2020"	"2020/01"	4198	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Feb., 2020"	"2020/02"	3782	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Mar., 2020"	"2020/03"	4107	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Apr., 2020"	"2020/04"	5178	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"May, 2020"	"2020/05"	4313	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Jun., 2020"	"2020/06"	3629	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Jul., 2020"	"2020/07"	3811	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Aug., 2020"	"2020/08"	3853	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Sep., 2020"	"2020/09"	3693	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Oct., 2020"	"2020/10"	4155	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Nov., 2020"	"2020/11"	4449	Not Applicable	Not Applicable
	"95 years"	"95"	"2020"	"2020"	"Dec., 2020"	"2020/12"	5533	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Jan., 2021"	"2021/01"	5558	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Feb., 2021"	"2021/02"	3908	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Mar., 2021"	"2021/03"	3643	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Apr., 2021"	"2021/04"	3361	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"May, 2021"	"2021/05"	3567	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Jun., 2021"	"2021/06"	3257	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Jul., 2021"	"2021/07"	3445	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Aug., 2021"	"2021/08"	3807	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Sep., 2021"	"2021/09"	3756	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Oct., 2021"	"2021/10"	3816	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Nov., 2021"	"2021/11"	3881	Not Applicable	Not Applicable
	"95 years"	"95"	"2021"	"2021"	"Dec., 2021"	"2021/12"	4244	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	5282	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	4168	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	3694	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	3469	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	3539	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	3470	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	3621	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	3706	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	3553	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	3837	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	3910	Not Applicable	Not Applicable
	"95 years"	"95"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	4479	Not Applicable	Not Applicable
	"95 years"	"95"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	4297	Not Applicable	Not Applicable
	"95 years"	"95"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	3592	Not Applicable	Not Applicable
	"95 years"	"95"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	2083	Not Applicable	Not Applicable
